HA_USAGE,topicDistribution_0,topicDistribution_1,topicDistribution_2,topicDistribution_3,topicDistribution_4
1265,0.9995219352905497,1.2213711094588917E-4,1.2112505579655149E-4,1.1796924022615766E-4,1.1681431714871926E-4
953,0.999365558683905,0.9993737296909267,1.6074888641830014E-4,1.5661215369932354E-4,1.5508904590540813E-4
168,8.696848400161737E-4,9.161441409682941E-4,9.085519333333477E-4,8.848787459575527E-4,0.9964201884491385
511,2.867740429182292E-4,0.998832850155139,2.995895780340221E-4,2.917838878348343E-4,2.890339046664514E-4
70,0.0020744697641097392,0.0021852452171449363,0.002167135614769915,0.0021108484491110294,0.002089993859638675
712,2.0590142776571421E-4,2.1690011576838946E-4,2.15102825790534E-4,2.0949844722275E-4,2.074474302717874E-4
1672,8.773319165707801E-5,9.243426198202535E-5,9.16774517711686E-5,0.9996397930318139,0.9996389106857975
670,0.5070057134798257,2.3048173094050508E-4,0.9991075959878393,2.2262311623394226E-4,2.204371442077785E-4
125,0.0011670831208490905,0.0012294313605488772,0.9952400800733762,0.00118747361495382,0.0011761478569834994
431,0.9985984846026996,0.9986166602055693,0.9986136816909563,0.998604433150494,3.424638956512202E-4
1664,8.815479866548017E-5,0.9996412311215555,9.209424371967101E-5,8.970893156532303E-5,8.881669365852366E-5
25,0.005700282062174608,0.9767982687082943,0.9767509727177479,0.0058003688481456026,0.9765395350696128
190,7.693780041954797E-4,8.104783882909956E-4,8.037619337659073E-4,7.828194776969069E-4,7.751551409358483E-4
1121,1.3082763699958223E-4,0.9994674875112459,1.366740571699794E-4,0.9994628671175109,1.3180993493798512E-4
8,0.016781413709334995,0.017679417027321856,0.01753270126588464,0.017074971938979326,0.9309265182810411
326,4.491976338378139E-4,4.7313515357198555E-4,4.692596599853208E-4,4.5698921519045284E-4,4.525150708784947E-4
447,3.277650659542384E-4,3.453172618630536E-4,3.424125187148823E-4,3.334910296162536E-4,3.3022607928830995E-4
1071,1.3693111959116734E-4,1.442455448505454E-4,1.4305030061339361E-4,1.3932322846325258E-4,1.379592457648755E-4
272,5.38142084309713E-4,5.668099405852673E-4,0.9978052685718662,5.474670872003334E-4,5.421071523330905E-4
1144,1.2819907109825932E-4,1.350470571424252E-4,0.9994771487720077,1.3043863468194868E-4,1.2916163349823836E-4
243,6.022260790820668E-4,6.34247271214422E-4,6.289915905134676E-4,6.126030416858807E-4,0.9975220289482348
1278,0.9995268048120675,0.9995328982124463,1.1989367017488388E-4,1.1676994206378202E-4,1.1562675948333711E-4
